split,image_id,true_label,resnet_probability,resnet_label,densenet_probability,densenet_label,efficientnet_probability,efficientnet_label,gel_probability,gel_label
train,IMG0002120.jpg,Non_fractured,0.0207,Non_fractured,0.0097,Non_fractured,0.0006,Non_fractured,0.0107,Non_fractured
train,IMG0002124.jpg,Non_fractured,0.0035,Non_fractured,0.0001,Non_fractured,0.0025,Non_fractured,0.0018,Non_fractured
train,IMG0002125.jpg,Non_fractured,0.0051,Non_fractured,0.0003,Non_fractured,0.0259,Non_fractured,0.0084,Non_fractured
train,IMG0002128.jpg,Non_fractured,0.1495,Non_fractured,0.0002,Non_fractured,0.3191,Non_fractured,0.1293,Non_fractured
train,IMG0002129.jpg,Non_fractured,0.1357,Non_fractured,0.0001,Non_fractured,0.1994,Non_fractured,0.0939,Non_fractured
train,IMG0002130.jpg,Non_fractured,0.0662,Non_fractured,0.0017,Non_fractured,0.0847,Non_fractured,0.0433,Non_fractured
train,IMG0002131.jpg,Non_fractured,0.0386,Non_fractured,0.0009,Non_fractured,0.0463,Non_fractured,0.0244,Non_fractured
train,IMG0002132.jpg,Non_fractured,0.0096,Non_fractured,0.0011,Non_fractured,0.0063,Non_fractured,0.0051,Non_fractured
train,IMG0002133.jpg,Non_fractured,0.0014,Non_fractured,0.0001,Non_fractured,0.0095,Non_fractured,0.0029,Non_fractured
train,IMG0002134.jpg,Non_fractured,0.1105,Non_fractured,0.0016,Non_fractured,0.6287,Fractured,0.1935,Non_fractured
train,IMG0002135.jpg,Non_fractured,0.1396,Non_fractured,0.0031,Non_fractured,0.3072,Non_fractured,0.1244,Non_fractured
train,IMG0002136.jpg,Non_fractured,0.1319,Non_fractured,0.0281,Non_fractured,0.5452,Fractured,0.1167,Non_fractured
train,IMG0002137.jpg,Non_fractured,0.0023,Non_fractured,0.0025,Non_fractured,0.0047,Non_fractured,0.0030,Non_fractured
train,IMG0002138.jpg,Non_fractured,0.0006,Non_fractured,0.0003,Non_fractured,0.0018,Non_fractured,0.0008,Non_fractured
train,IMG0002139.jpg,Non_fractured,0.0382,Non_fractured,0.0005,Non_fractured,0.0188,Non_fractured,0.0169,Non_fractured
train,IMG0002140.jpg,Non_fractured,0.0184,Non_fractured,0.0032,Non_fractured,0.1505,Non_fractured,0.0462,Non_fractured
train,IMG0002141.jpg,Non_fractured,0.0018,Non_fractured,0.0003,Non_fractured,0.0227,Non_fractured,0.0066,Non_fractured
train,IMG0002142.jpg,Non_fractured,0.0193,Non_fractured,0.0004,Non_fractured,0.0136,Non_fractured,0.0097,Non_fractured
train,IMG0002143.jpg,Non_fractured,0.0034,Non_fractured,0.0161,Non_fractured,0.0004,Non_fractured,0.0081,Non_fractured
train,IMG0002145.jpg,Non_fractured,0.0103,Non_fractured,0.0008,Non_fractured,0.0008,Non_fractured,0.0037,Non_fractured
train,IMG0002146.jpg,Non_fractured,0.0075,Non_fractured,0.0017,Non_fractured,0.0184,Non_fractured,0.0078,Non_fractured
train,IMG0002147.jpg,Non_fractured,0.0060,Non_fractured,0.0005,Non_fractured,0.0023,Non_fractured,0.0027,Non_fractured
train,IMG0002150.jpg,Non_fractured,0.1151,Non_fractured,0.0058,Non_fractured,0.0166,Non_fractured,0.0424,Non_fractured
train,IMG0002151.jpg,Non_fractured,0.0713,Non_fractured,0.0267,Non_fractured,0.0407,Non_fractured,0.0442,Non_fractured
train,IMG0002152.jpg,Non_fractured,0.0160,Non_fractured,0.0003,Non_fractured,0.0442,Non_fractured,0.0166,Non_fractured
train,IMG0002153.jpg,Non_fractured,0.0217,Non_fractured,0.0045,Non_fractured,0.0456,Non_fractured,0.0205,Non_fractured
train,IMG0002154.jpg,Non_fractured,0.0058,Non_fractured,0.0022,Non_fractured,0.0338,Non_fractured,0.0115,Non_fractured
train,IMG0002155.jpg,Non_fractured,0.0002,Non_fractured,0.0010,Non_fractured,0.0008,Non_fractured,0.0007,Non_fractured
train,IMG0002156.jpg,Non_fractured,0.0286,Non_fractured,0.0002,Non_fractured,0.0526,Non_fractured,0.0226,Non_fractured
train,IMG0002157.jpg,Non_fractured,0.2460,Non_fractured,0.0116,Non_fractured,0.1488,Non_fractured,0.1198,Non_fractured
train,IMG0002158.jpg,Non_fractured,0.1416,Non_fractured,0.0043,Non_fractured,0.0262,Non_fractured,0.0525,Non_fractured
train,IMG0002160.jpg,Non_fractured,0.1979,Non_fractured,0.0058,Non_fractured,0.4978,Non_fractured,0.2330,Non_fractured
train,IMG0002161.jpg,Non_fractured,0.0384,Non_fractured,0.0232,Non_fractured,0.0901,Non_fractured,0.0453,Non_fractured
train,IMG0002162.jpg,Non_fractured,0.1388,Non_fractured,0.0158,Non_fractured,0.3667,Non_fractured,0.1451,Non_fractured
train,IMG0002168.jpg,Non_fractured,0.1768,Non_fractured,0.0639,Non_fractured,0.3315,Non_fractured,0.1684,Non_fractured
train,IMG0002169.jpg,Non_fractured,0.0400,Non_fractured,0.0018,Non_fractured,0.1727,Non_fractured,0.0581,Non_fractured
train,IMG0002171.jpg,Non_fractured,0.0330,Non_fractured,0.0004,Non_fractured,0.1611,Non_fractured,0.0522,Non_fractured
train,IMG0002172.jpg,Non_fractured,0.0024,Non_fractured,0.0002,Non_fractured,0.0193,Non_fractured,0.0059,Non_fractured
train,IMG0002173.jpg,Non_fractured,0.2009,Non_fractured,0.0005,Non_fractured,0.5770,Fractured,0.2490,Non_fractured
train,IMG0002174.jpg,Non_fractured,0.0021,Non_fractured,0.0001,Non_fractured,0.0057,Non_fractured,0.0022,Non_fractured
train,IMG0002175.jpg,Non_fractured,0.0006,Non_fractured,0.0010,Non_fractured,0.0072,Non_fractured,0.0025,Non_fractured
train,IMG0002176.jpg,Non_fractured,0.0201,Non_fractured,0.0002,Non_fractured,0.3600,Non_fractured,0.0420,Non_fractured
train,IMG0002177.jpg,Non_fractured,0.1646,Non_fractured,0.0268,Non_fractured,0.6859,Fractured,0.2453,Non_fractured
train,IMG0002179.jpg,Non_fractured,0.0040,Non_fractured,0.0002,Non_fractured,0.0838,Non_fractured,0.0231,Non_fractured
train,IMG0002182.jpg,Non_fractured,0.0259,Non_fractured,0.0004,Non_fractured,0.0453,Non_fractured,0.0200,Non_fractured
train,IMG0002183.jpg,Non_fractured,0.0004,Non_fractured,0.0001,Non_fractured,0.0048,Non_fractured,0.0014,Non_fractured
train,IMG0002184.jpg,Non_fractured,0.0090,Non_fractured,0.0017,Non_fractured,0.0967,Non_fractured,0.0287,Non_fractured
train,IMG0002185.jpg,Non_fractured,0.0116,Non_fractured,0.0000,Non_fractured,0.2912,Non_fractured,0.0793,Non_fractured
train,IMG0002186.jpg,Non_fractured,0.3712,Non_fractured,0.0002,Non_fractured,0.1307,Non_fractured,0.1489,Non_fractured
train,IMG0002187.jpg,Non_fractured,0.0002,Non_fractured,0.0001,Non_fractured,0.0842,Non_fractured,0.0220,Non_fractured
train,IMG0002188.jpg,Non_fractured,0.0095,Non_fractured,0.0003,Non_fractured,0.0102,Non_fractured,0.0057,Non_fractured
train,IMG0002189.jpg,Non_fractured,0.0579,Non_fractured,0.0001,Non_fractured,0.0402,Non_fractured,0.0284,Non_fractured
train,IMG0002190.jpg,Non_fractured,0.0018,Non_fractured,0.0010,Non_fractured,0.0233,Non_fractured,0.0071,Non_fractured
train,IMG0002191.jpg,Non_fractured,0.0017,Non_fractured,0.0000,Non_fractured,0.0083,Non_fractured,0.0027,Non_fractured
train,IMG0002192.jpg,Non_fractured,0.0652,Non_fractured,0.0007,Non_fractured,0.0206,Non_fractured,0.0258,Non_fractured
train,IMG0002193.jpg,Non_fractured,0.0383,Non_fractured,0.0113,Non_fractured,0.3512,Non_fractured,0.0539,Non_fractured
train,IMG0002194.jpg,Non_fractured,0.0723,Non_fractured,0.0002,Non_fractured,0.2585,Non_fractured,0.0896,Non_fractured
train,IMG0002195.jpg,Non_fractured,0.0037,Non_fractured,0.0000,Non_fractured,0.0079,Non_fractured,0.0032,Non_fractured
train,IMG0002196.jpg,Non_fractured,0.3883,Non_fractured,0.0135,Non_fractured,0.1401,Non_fractured,0.1624,Non_fractured
train,IMG0002197.jpg,Non_fractured,0.1148,Non_fractured,0.0001,Non_fractured,0.0118,Non_fractured,0.0386,Non_fractured
train,IMG0002198.jpg,Non_fractured,0.0111,Non_fractured,0.0086,Non_fractured,0.0348,Non_fractured,0.0162,Non_fractured
train,IMG0002199.jpg,Non_fractured,0.0100,Non_fractured,0.0093,Non_fractured,0.0751,Non_fractured,0.0266,Non_fractured
train,IMG0002201.jpg,Non_fractured,0.0199,Non_fractured,0.0004,Non_fractured,0.0264,Non_fractured,0.0132,Non_fractured
train,IMG0002202.jpg,Non_fractured,0.0050,Non_fractured,0.0000,Non_fractured,0.0149,Non_fractured,0.0054,Non_fractured
train,IMG0002204.jpg,Non_fractured,0.0427,Non_fractured,0.0005,Non_fractured,0.5390,Fractured,0.0678,Non_fractured
train,IMG0002205.jpg,Non_fractured,0.1988,Non_fractured,0.0229,Non_fractured,0.6446,Fractured,0.2620,Non_fractured
train,IMG0002206.jpg,Non_fractured,0.0009,Non_fractured,0.0000,Non_fractured,0.0945,Non_fractured,0.0249,Non_fractured
train,IMG0002207.jpg,Non_fractured,0.0379,Non_fractured,0.0148,Non_fractured,0.4338,Non_fractured,0.0635,Non_fractured
train,IMG0002209.jpg,Non_fractured,0.0207,Non_fractured,0.0549,Non_fractured,0.5272,Fractured,0.0870,Non_fractured
train,IMG0002210.jpg,Non_fractured,0.2488,Non_fractured,0.0056,Non_fractured,0.4925,Non_fractured,0.2686,Non_fractured
train,IMG0002211.jpg,Non_fractured,0.0144,Non_fractured,0.0009,Non_fractured,0.0057,Non_fractured,0.0063,Non_fractured
train,IMG0002212.jpg,Non_fractured,0.0020,Non_fractured,0.0048,Non_fractured,0.1952,Non_fractured,0.0534,Non_fractured
train,IMG0002213.jpg,Non_fractured,0.0021,Non_fractured,0.0001,Non_fractured,0.0070,Non_fractured,0.0025,Non_fractured
train,IMG0002214.jpg,Non_fractured,0.0179,Non_fractured,0.0028,Non_fractured,0.0455,Non_fractured,0.0186,Non_fractured
train,IMG0002215.jpg,Non_fractured,0.0037,Non_fractured,0.0000,Non_fractured,0.0014,Non_fractured,0.0015,Non_fractured
train,IMG0002216.jpg,Non_fractured,0.0995,Non_fractured,0.0018,Non_fractured,0.2021,Non_fractured,0.0841,Non_fractured
train,IMG0002217.jpg,Non_fractured,0.3481,Non_fractured,0.0020,Non_fractured,0.8803,Fractured,0.4099,Fractured
train,IMG0002218.jpg,Non_fractured,0.1467,Non_fractured,0.0130,Non_fractured,0.4056,Non_fractured,0.1010,Non_fractured
train,IMG0002219.jpg,Non_fractured,0.5379,Fractured,0.3143,Fractured,0.9097,Fractured,0.5829,Fractured
train,IMG0002220.jpg,Non_fractured,0.0115,Non_fractured,0.0035,Non_fractured,0.5398,Fractured,0.0577,Non_fractured
train,IMG0002221.jpg,Non_fractured,0.0038,Non_fractured,0.0000,Non_fractured,0.0125,Non_fractured,0.0044,Non_fractured
train,IMG0002222.jpg,Non_fractured,0.0105,Non_fractured,0.0067,Non_fractured,0.0539,Non_fractured,0.0201,Non_fractured
train,IMG0002223.jpg,Non_fractured,0.0222,Non_fractured,0.0157,Non_fractured,0.1844,Non_fractured,0.0616,Non_fractured
train,IMG0002226.jpg,Non_fractured,0.0004,Non_fractured,0.0001,Non_fractured,0.1415,Non_fractured,0.0369,Non_fractured
train,IMG0002227.jpg,Non_fractured,0.0010,Non_fractured,0.0000,Non_fractured,0.2128,Non_fractured,0.0556,Non_fractured
train,IMG0002228.jpg,Non_fractured,0.0813,Non_fractured,0.0001,Non_fractured,0.0879,Non_fractured,0.0481,Non_fractured
train,IMG0002229.jpg,Non_fractured,0.0012,Non_fractured,0.0001,Non_fractured,0.0038,Non_fractured,0.0014,Non_fractured
train,IMG0002230.jpg,Non_fractured,0.0041,Non_fractured,0.0033,Non_fractured,0.3350,Non_fractured,0.0353,Non_fractured
train,IMG0002232.jpg,Non_fractured,0.1129,Non_fractured,0.0001,Non_fractured,0.1856,Non_fractured,0.0832,Non_fractured
train,IMG0002233.jpg,Non_fractured,0.0102,Non_fractured,0.0006,Non_fractured,0.1301,Non_fractured,0.0372,Non_fractured
train,IMG0002234.jpg,Non_fractured,0.1281,Non_fractured,0.0228,Non_fractured,0.7002,Fractured,0.2213,Non_fractured
train,IMG0002235.jpg,Non_fractured,0.0001,Non_fractured,0.0000,Non_fractured,0.0180,Non_fractured,0.0047,Non_fractured
train,IMG0002236.jpg,Non_fractured,0.0087,Non_fractured,0.0000,Non_fractured,0.0280,Non_fractured,0.0100,Non_fractured
train,IMG0002237.jpg,Non_fractured,0.0040,Non_fractured,0.0003,Non_fractured,0.0501,Non_fractured,0.0144,Non_fractured
train,IMG0002238.jpg,Non_fractured,0.0101,Non_fractured,0.0003,Non_fractured,0.2552,Non_fractured,0.0696,Non_fractured
train,IMG0002239.jpg,Non_fractured,0.0040,Non_fractured,0.0000,Non_fractured,0.0142,Non_fractured,0.0049,Non_fractured
train,IMG0002241.jpg,Non_fractured,0.0298,Non_fractured,0.0049,Non_fractured,0.1399,Non_fractured,0.0477,Non_fractured
train,IMG0002242.jpg,Non_fractured,0.0594,Non_fractured,0.0047,Non_fractured,0.4982,Non_fractured,0.0724,Non_fractured
train,IMG0002243.jpg,Non_fractured,0.0177,Non_fractured,0.0095,Non_fractured,0.0246,Non_fractured,0.0160,Non_fractured
train,IMG0002244.jpg,Non_fractured,0.0001,Non_fractured,0.0022,Non_fractured,0.0120,Non_fractured,0.0041,Non_fractured
train,IMG0002245.jpg,Non_fractured,0.0005,Non_fractured,0.0001,Non_fractured,0.0183,Non_fractured,0.0049,Non_fractured
train,IMG0002246.jpg,Non_fractured,0.0004,Non_fractured,0.0080,Non_fractured,0.0853,Non_fractured,0.0257,Non_fractured
train,IMG0002247.jpg,Non_fractured,0.0003,Non_fractured,0.0000,Non_fractured,0.0037,Non_fractured,0.0011,Non_fractured
train,IMG0002249.jpg,Non_fractured,0.0000,Non_fractured,0.0009,Non_fractured,0.0535,Non_fractured,0.0143,Non_fractured
train,IMG0002252.jpg,Non_fractured,0.0064,Non_fractured,0.0001,Non_fractured,0.0355,Non_fractured,0.0112,Non_fractured
train,IMG0002254.jpg,Non_fractured,0.0298,Non_fractured,0.0111,Non_fractured,0.0340,Non_fractured,0.0228,Non_fractured
train,IMG0002255.jpg,Non_fractured,0.0032,Non_fractured,0.0007,Non_fractured,0.1997,Non_fractured,0.0532,Non_fractured
train,IMG0002256.jpg,Non_fractured,0.0131,Non_fractured,0.0157,Non_fractured,0.0072,Non_fractured,0.0127,Non_fractured
train,IMG0002257.jpg,Non_fractured,0.0762,Non_fractured,0.0065,Non_fractured,0.7089,Fractured,0.1839,Non_fractured
train,IMG0002259.jpg,Non_fractured,0.0197,Non_fractured,0.0037,Non_fractured,0.5741,Fractured,0.0641,Non_fractured
train,IMG0002262.jpg,Non_fractured,0.0077,Non_fractured,0.0002,Non_fractured,0.3529,Non_fractured,0.0367,Non_fractured
train,IMG0002263.jpg,Non_fractured,0.0089,Non_fractured,0.0000,Non_fractured,0.0241,Non_fractured,0.0090,Non_fractured
train,IMG0002264.jpg,Non_fractured,0.0016,Non_fractured,0.0012,Non_fractured,0.0121,Non_fractured,0.0041,Non_fractured
train,IMG0002266.jpg,Non_fractured,0.7028,Fractured,0.0042,Non_fractured,0.7382,Fractured,0.5751,Fractured
train,IMG0002267.jpg,Non_fractured,0.0140,Non_fractured,0.0041,Non_fractured,0.0197,Non_fractured,0.0112,Non_fractured
train,IMG0002270.jpg,Non_fractured,0.0366,Non_fractured,0.0011,Non_fractured,0.0044,Non_fractured,0.0129,Non_fractured
train,IMG0002271.jpg,Non_fractured,0.0093,Non_fractured,0.0006,Non_fractured,0.0735,Non_fractured,0.0222,Non_fractured
train,IMG0002273.jpg,Non_fractured,0.0141,Non_fractured,0.0177,Non_fractured,0.4493,Non_fractured,0.0575,Non_fractured
train,IMG0002275.jpg,Non_fractured,0.0680,Non_fractured,0.0000,Non_fractured,0.0119,Non_fractured,0.0241,Non_fractured
train,IMG0002276.jpg,Non_fractured,0.1443,Non_fractured,0.0015,Non_fractured,0.0771,Non_fractured,0.0653,Non_fractured
train,IMG0002279.jpg,Non_fractured,0.1324,Non_fractured,0.0136,Non_fractured,0.5398,Fractured,0.1943,Non_fractured
train,IMG0002280.jpg,Non_fractured,0.0072,Non_fractured,0.0001,Non_fractured,0.1637,Non_fractured,0.0448,Non_fractured
train,IMG0002281.jpg,Non_fractured,0.1138,Non_fractured,0.0820,Non_fractured,0.2858,Non_fractured,0.1448,Non_fractured
train,IMG0002282.jpg,Non_fractured,0.1076,Non_fractured,0.0030,Non_fractured,0.8069,Fractured,0.2239,Non_fractured
train,IMG0002283.jpg,Non_fractured,0.2516,Non_fractured,0.0006,Non_fractured,0.6364,Fractured,0.2962,Non_fractured
train,IMG0002284.jpg,Non_fractured,0.3802,Non_fractured,0.0012,Non_fractured,0.8785,Fractured,0.4326,Fractured
train,IMG0002285.jpg,Non_fractured,0.1698,Non_fractured,0.0138,Non_fractured,0.7442,Fractured,0.2583,Non_fractured
train,IMG0002286.jpg,Non_fractured,0.0018,Non_fractured,0.0000,Non_fractured,0.0126,Non_fractured,0.0039,Non_fractured
train,IMG0002288.jpg,Non_fractured,0.0562,Non_fractured,0.0000,Non_fractured,0.6093,Fractured,0.1508,Non_fractured
train,IMG0002289.jpg,Non_fractured,0.0262,Non_fractured,0.0210,Non_fractured,0.5186,Non_fractured,0.0704,Non_fractured
train,IMG0002291.jpg,Non_fractured,0.0010,Non_fractured,0.0003,Non_fractured,0.0237,Non_fractured,0.0066,Non_fractured
train,IMG0002292.jpg,Non_fractured,0.0069,Non_fractured,0.0004,Non_fractured,0.0302,Non_fractured,0.0101,Non_fractured
train,IMG0002293.jpg,Non_fractured,0.0010,Non_fractured,0.0003,Non_fractured,0.0237,Non_fractured,0.0066,Non_fractured
train,IMG0002294.jpg,Non_fractured,0.0178,Non_fractured,0.0004,Non_fractured,0.0095,Non_fractured,0.0082,Non_fractured
train,IMG0002295.jpg,Non_fractured,0.0001,Non_fractured,0.0000,Non_fractured,0.0008,Non_fractured,0.0002,Non_fractured
train,IMG0002297.jpg,Non_fractured,0.0206,Non_fractured,0.0002,Non_fractured,0.0068,Non_fractured,0.0082,Non_fractured
train,IMG0002616.jpg,Non_fractured,0.0034,Non_fractured,0.0016,Non_fractured,0.0025,Non_fractured,0.0024,Non_fractured
train,IMG0002618.jpg,Non_fractured,0.0005,Non_fractured,0.0008,Non_fractured,0.0041,Non_fractured,0.0016,Non_fractured
train,IMG0002623.jpg,Non_fractured,0.0068,Non_fractured,0.0137,Non_fractured,0.0294,Non_fractured,0.0157,Non_fractured
train,IMG0002624.jpg,Non_fractured,0.0037,Non_fractured,0.0005,Non_fractured,0.0202,Non_fractured,0.0066,Non_fractured
train,IMG0002625.jpg,Non_fractured,0.0111,Non_fractured,0.0010,Non_fractured,0.0294,Non_fractured,0.0115,Non_fractured
train,IMG0002626.jpg,Non_fractured,0.0463,Non_fractured,0.0087,Non_fractured,0.1088,Non_fractured,0.0463,Non_fractured
train,IMG0002630.jpg,Non_fractured,0.0012,Non_fractured,0.0114,Non_fractured,0.0009,Non_fractured,0.0055,Non_fractured
train,IMG0002632.jpg,Non_fractured,0.0001,Non_fractured,0.0000,Non_fractured,0.0222,Non_fractured,0.0058,Non_fractured
train,IMG0002633.jpg,Non_fractured,0.0951,Non_fractured,0.0000,Non_fractured,0.4090,Non_fractured,0.0750,Non_fractured
train,IMG0002634.jpg,Non_fractured,0.0117,Non_fractured,0.0001,Non_fractured,0.0005,Non_fractured,0.0038,Non_fractured
train,IMG0002635.jpg,Non_fractured,0.0224,Non_fractured,0.0117,Non_fractured,0.0038,Non_fractured,0.0130,Non_fractured
train,IMG0002636.jpg,Non_fractured,0.9701,Fractured,0.0382,Non_fractured,0.9411,Fractured,0.7719,Fractured
train,IMG0002637.jpg,Non_fractured,0.6001,Fractured,0.0793,Non_fractured,0.9267,Fractured,0.6072,Fractured
train,IMG0002638.jpg,Non_fractured,0.0548,Non_fractured,0.0315,Non_fractured,0.0298,Non_fractured,0.0383,Non_fractured
train,IMG0002640.jpg,Non_fractured,0.1543,Non_fractured,0.0004,Non_fractured,0.6205,Fractured,0.2234,Non_fractured
train,IMG0002641.jpg,Non_fractured,0.4528,Non_fractured,0.0216,Non_fractured,0.2109,Non_fractured,0.1355,Non_fractured
train,IMG0002642.jpg,Non_fractured,0.0072,Non_fractured,0.0001,Non_fractured,0.0109,Non_fractured,0.0051,Non_fractured
train,IMG0002643.jpg,Non_fractured,0.0134,Non_fractured,0.0056,Non_fractured,0.0030,Non_fractured,0.0074,Non_fractured
train,IMG0002644.jpg,Non_fractured,0.0121,Non_fractured,0.0009,Non_fractured,0.0388,Non_fractured,0.0142,Non_fractured
train,IMG0002648.jpg,Non_fractured,0.0041,Non_fractured,0.0009,Non_fractured,0.2192,Non_fractured,0.0586,Non_fractured
train,IMG0002649.jpg,Non_fractured,0.0015,Non_fractured,0.0001,Non_fractured,0.0292,Non_fractured,0.0081,Non_fractured
train,IMG0002654.jpg,Non_fractured,0.1115,Non_fractured,0.0001,Non_fractured,0.1129,Non_fractured,0.0639,Non_fractured
train,IMG0002655.jpg,Non_fractured,0.0373,Non_fractured,0.0009,Non_fractured,0.0155,Non_fractured,0.0159,Non_fractured
train,IMG0002656.jpg,Non_fractured,0.0681,Non_fractured,0.0008,Non_fractured,0.0075,Non_fractured,0.0234,Non_fractured
train,IMG0002658.jpg,Non_fractured,0.0029,Non_fractured,0.0003,Non_fractured,0.0044,Non_fractured,0.0021,Non_fractured
train,IMG0002659.jpg,Non_fractured,0.0026,Non_fractured,0.0009,Non_fractured,0.2053,Non_fractured,0.0546,Non_fractured
train,IMG0002660.jpg,Non_fractured,0.0603,Non_fractured,0.0012,Non_fractured,0.0031,Non_fractured,0.0200,Non_fractured
train,IMG0002661.jpg,Non_fractured,0.0042,Non_fractured,0.0018,Non_fractured,0.0031,Non_fractured,0.0029,Non_fractured
train,IMG0002662.jpg,Non_fractured,0.2150,Non_fractured,0.0137,Non_fractured,0.5078,Non_fractured,0.2479,Non_fractured
train,IMG0002663.jpg,Non_fractured,0.4444,Non_fractured,0.0301,Non_fractured,0.4625,Non_fractured,0.4230,Fractured
train,IMG0002665.jpg,Non_fractured,0.0009,Non_fractured,0.0001,Non_fractured,0.0227,Non_fractured,0.0062,Non_fractured
train,IMG0002666.jpg,Non_fractured,0.0046,Non_fractured,0.0004,Non_fractured,0.0090,Non_fractured,0.0039,Non_fractured
train,IMG0002667.jpg,Non_fractured,0.0363,Non_fractured,0.0059,Non_fractured,0.1123,Non_fractured,0.0430,Non_fractured
train,IMG0002669.jpg,Non_fractured,0.0215,Non_fractured,0.0000,Non_fractured,0.1224,Non_fractured,0.0385,Non_fractured
train,IMG0002670.jpg,Non_fractured,0.0502,Non_fractured,0.0043,Non_fractured,0.0158,Non_fractured,0.0215,Non_fractured
train,IMG0002671.jpg,Non_fractured,0.0066,Non_fractured,0.0001,Non_fractured,0.0491,Non_fractured,0.0148,Non_fractured
train,IMG0002672.jpg,Non_fractured,0.0023,Non_fractured,0.0121,Non_fractured,0.0069,Non_fractured,0.0077,Non_fractured
train,IMG0002673.jpg,Non_fractured,0.0192,Non_fractured,0.0002,Non_fractured,0.0368,Non_fractured,0.0156,Non_fractured
train,IMG0002674.jpg,Non_fractured,0.0072,Non_fractured,0.0011,Non_fractured,0.0243,Non_fractured,0.0090,Non_fractured
train,IMG0002675.jpg,Non_fractured,0.0043,Non_fractured,0.0010,Non_fractured,0.1416,Non_fractured,0.0386,Non_fractured
train,IMG0002676.jpg,Non_fractured,0.0005,Non_fractured,0.0000,Non_fractured,0.0059,Non_fractured,0.0017,Non_fractured
train,IMG0002677.jpg,Non_fractured,0.0006,Non_fractured,0.0001,Non_fractured,0.0005,Non_fractured,0.0004,Non_fractured
train,IMG0002678.jpg,Non_fractured,0.0081,Non_fractured,0.0002,Non_fractured,0.0031,Non_fractured,0.0034,Non_fractured
train,IMG0002680.jpg,Non_fractured,0.0019,Non_fractured,0.0003,Non_fractured,0.0078,Non_fractured,0.0027,Non_fractured
train,IMG0002681.jpg,Non_fractured,0.0004,Non_fractured,0.0019,Non_fractured,0.0048,Non_fractured,0.0022,Non_fractured
train,IMG0002682.jpg,Non_fractured,0.0779,Non_fractured,0.0069,Non_fractured,0.1694,Non_fractured,0.0711,Non_fractured
train,IMG0002683.jpg,Non_fractured,0.7845,Fractured,0.0699,Non_fractured,0.5847,Fractured,0.5756,Fractured
train,IMG0002686.jpg,Non_fractured,0.0064,Non_fractured,0.0030,Non_fractured,0.0002,Non_fractured,0.0033,Non_fractured
train,IMG0002687.jpg,Non_fractured,0.0088,Non_fractured,0.0003,Non_fractured,0.0295,Non_fractured,0.0105,Non_fractured
train,IMG0002688.jpg,Non_fractured,0.0000,Non_fractured,0.0017,Non_fractured,0.0008,Non_fractured,0.0009,Non_fractured
train,IMG0002689.jpg,Non_fractured,0.0018,Non_fractured,0.0001,Non_fractured,0.2303,Non_fractured,0.0605,Non_fractured
train,IMG0002691.jpg,Non_fractured,0.0582,Non_fractured,0.0060,Non_fractured,0.0190,Non_fractured,0.0255,Non_fractured
train,IMG0002692.jpg,Non_fractured,0.0507,Non_fractured,0.0001,Non_fractured,0.0066,Non_fractured,0.0174,Non_fractured
train,IMG0002694.jpg,Non_fractured,0.4175,Non_fractured,0.0486,Non_fractured,0.2652,Non_fractured,0.2190,Non_fractured
train,IMG0002695.jpg,Non_fractured,0.0159,Non_fractured,0.0005,Non_fractured,0.0048,Non_fractured,0.0064,Non_fractured
train,IMG0002696.jpg,Non_fractured,0.0535,Non_fractured,0.0004,Non_fractured,0.0064,Non_fractured,0.0184,Non_fractured
train,IMG0002697.jpg,Non_fractured,0.0120,Non_fractured,0.0009,Non_fractured,0.0223,Non_fractured,0.0099,Non_fractured
train,IMG0002698.jpg,Non_fractured,0.0169,Non_fractured,0.0000,Non_fractured,0.0187,Non_fractured,0.0101,Non_fractured
train,IMG0002700.jpg,Non_fractured,0.3676,Non_fractured,0.0006,Non_fractured,0.3233,Non_fractured,0.3230,Non_fractured
train,IMG0002702.jpg,Non_fractured,0.0497,Non_fractured,0.0485,Non_fractured,0.1024,Non_fractured,0.0629,Non_fractured
train,IMG0002703.jpg,Non_fractured,0.2553,Non_fractured,0.0003,Non_fractured,0.2578,Non_fractured,0.1462,Non_fractured
train,IMG0002706.jpg,Non_fractured,0.0234,Non_fractured,0.0006,Non_fractured,0.1902,Non_fractured,0.0569,Non_fractured
train,IMG0002707.jpg,Non_fractured,0.2741,Non_fractured,0.0010,Non_fractured,0.0026,Non_fractured,0.0859,Non_fractured
train,IMG0002709.jpg,Non_fractured,0.0047,Non_fractured,0.0006,Non_fractured,0.0177,Non_fractured,0.0063,Non_fractured
train,IMG0002710.jpg,Non_fractured,0.0083,Non_fractured,0.0015,Non_fractured,0.0066,Non_fractured,0.0049,Non_fractured
train,IMG0002711.jpg,Non_fractured,0.0048,Non_fractured,0.0045,Non_fractured,0.0111,Non_fractured,0.0063,Non_fractured
train,IMG0002712.jpg,Non_fractured,0.0220,Non_fractured,0.0019,Non_fractured,0.2184,Non_fractured,0.0644,Non_fractured
train,IMG0002713.jpg,Non_fractured,0.0050,Non_fractured,0.0002,Non_fractured,0.0020,Non_fractured,0.0022,Non_fractured
train,IMG0002715.jpg,Non_fractured,0.0278,Non_fractured,0.0004,Non_fractured,0.6120,Fractured,0.1309,Non_fractured
train,IMG0002716.jpg,Non_fractured,0.0125,Non_fractured,0.0049,Non_fractured,0.2365,Non_fractured,0.0675,Non_fractured
