image_path,split,true_label,resnet_cx,resnet_cy,densenet_cx,densenet_cy,eff_cx,eff_cy,dist_resnet_to_mean,dist_dense_to_mean,dist_eff_to_mean
data\dataset_cls\train\Non_fractured\IMG0002229.jpg,train,Non_fractured,0.749915,0.142477,0.5,0.5,0.436053,0.619864,0.335811,0.10059,0.235573
data\dataset_cls\train\Non_fractured\IMG0002230.jpg,train,Non_fractured,0.668922,0.991241,0.408874,0.93281,0.478007,0.566808,0.220234,0.15017,0.266587
data\dataset_cls\train\Non_fractured\IMG0002232.jpg,train,Non_fractured,0.651403,0.120668,1.0,0.833333,0.395649,0.546736,0.380837,0.46027,0.290446
data\dataset_cls\train\Non_fractured\IMG0002233.jpg,train,Non_fractured,0.70014,1.0,0.666667,1.0,0.543439,0.607916,0.145257,0.134075,0.277545
data\dataset_cls\train\Non_fractured\IMG0002234.jpg,train,Non_fractured,0.724738,0.200162,0.105753,0.938174,0.512614,0.312285,0.396299,0.568877,0.183145
data\dataset_cls\train\Non_fractured\IMG0002235.jpg,train,Non_fractured,0.781265,0.189692,0.5,0.5,0.513071,0.290646,0.228775,0.199076,0.092399
data\dataset_cls\train\Non_fractured\IMG0002236.jpg,train,Non_fractured,0.425271,0.253682,0.0,0.0,0.330834,0.498131,0.173263,0.355421,0.259766
data\dataset_cls\train\Non_fractured\IMG0002237.jpg,train,Non_fractured,0.107483,0.904584,0.088801,0.0,0.186321,0.337697,0.4909,0.415901,0.096397
data\dataset_cls\train\Non_fractured\IMG0002238.jpg,train,Non_fractured,0.593969,0.613041,0.0,1.0,0.511584,0.549501,0.249901,0.462311,0.223221
data\dataset_cls\train\Non_fractured\IMG0002239.jpg,train,Non_fractured,0.500611,0.27234,0.0,1.0,0.431978,0.540886,0.382458,0.503119,0.136762
data\dataset_cls\train\Non_fractured\IMG0002241.jpg,train,Non_fractured,0.318735,0.12738,1.0,0.5,0.539678,0.471789,0.384145,0.403304,0.132197
data\dataset_cls\train\Non_fractured\IMG0002242.jpg,train,Non_fractured,0.679004,1.0,0.247266,0.0,0.496204,0.405976,0.569461,0.520693,0.066446
data\dataset_cls\train\Non_fractured\IMG0002243.jpg,train,Non_fractured,0.724857,0.587976,0.049424,0.941319,0.537938,0.516506,0.302417,0.466702,0.193579
data\dataset_cls\train\Non_fractured\IMG0002244.jpg,train,Non_fractured,0.5,0.5,0.5,0.5,0.456022,0.366715,0.046784,0.046784,0.093569
data\dataset_cls\train\Non_fractured\IMG0002245.jpg,train,Non_fractured,0.637228,0.575548,0.5,0.5,0.446937,0.703321,0.110552,0.097098,0.136969
data\dataset_cls\train\Non_fractured\IMG0002246.jpg,train,Non_fractured,0.946298,1.0,0.123781,0.954621,0.629884,0.374252,0.440653,0.477429,0.406981
data\dataset_cls\train\Non_fractured\IMG0002247.jpg,train,Non_fractured,0.727888,0.0,0.5,0.5,0.45723,0.156071,0.274667,0.287998,0.121805
data\dataset_cls\train\Non_fractured\IMG0002249.jpg,train,Non_fractured,0.5,0.5,0.5,0.5,0.404944,0.385183,0.049686,0.049686,0.099372
data\dataset_cls\train\Non_fractured\IMG0002252.jpg,train,Non_fractured,0.543847,0.257771,0.5,0.5,0.627899,0.506975,0.164358,0.097092,0.110831
data\dataset_cls\train\Non_fractured\IMG0002254.jpg,train,Non_fractured,0.805159,0.840368,0.768341,0.703717,0.525878,0.612757,0.160764,0.07022,0.203771
data\dataset_cls\train\Non_fractured\IMG0002255.jpg,train,Non_fractured,0.615827,0.746615,0.5,0.5,0.544555,0.433718,0.196655,0.080445,0.126706
data\dataset_cls\train\Non_fractured\IMG0002256.jpg,train,Non_fractured,0.279333,0.096529,0.220402,0.808093,0.382762,0.624134,0.413323,0.307486,0.144813
data\dataset_cls\train\Non_fractured\IMG0002257.jpg,train,Non_fractured,0.823987,0.212867,0.807454,0.18385,0.427086,0.310714,0.139708,0.131941,0.2697
data\dataset_cls\train\Non_fractured\IMG0002259.jpg,train,Non_fractured,0.498239,0.0,0.908364,0.0,0.435874,0.390534,0.174309,0.321719,0.315549
data\dataset_cls\train\Non_fractured\IMG0002262.jpg,train,Non_fractured,0.768732,0.145507,0.0,1.0,0.472095,0.680049,0.583517,0.5695,0.092397
data\dataset_cls\train\Non_fractured\IMG0002263.jpg,train,Non_fractured,0.769425,0.77896,0.141851,1.0,0.546943,0.566654,0.283367,0.407516,0.223659
data\dataset_cls\train\Non_fractured\IMG0002264.jpg,train,Non_fractured,0.636535,0.529872,0.0,1.0,0.331992,0.524229,0.349821,0.451266,0.160732
data\dataset_cls\train\Non_fractured\IMG0002266.jpg,train,Non_fractured,0.473499,0.35152,0.808998,0.8197,0.365882,0.477948,0.21226,0.374497,0.19711
data\dataset_cls\train\Non_fractured\IMG0002267.jpg,train,Non_fractured,0.526479,0.968014,0.091966,0.786734,0.426758,0.635002,0.247184,0.256624,0.179578
data\dataset_cls\train\Non_fractured\IMG0002270.jpg,train,Non_fractured,0.356273,0.57633,0.216616,0.970773,0.331708,0.406279,0.092689,0.330733,0.246701
data\dataset_cls\train\Non_fractured\IMG0002271.jpg,train,Non_fractured,0.440767,0.532476,0.83485,1.0,0.491613,0.416431,0.189003,0.427972,0.252752
data\dataset_cls\train\Non_fractured\IMG0002273.jpg,train,Non_fractured,0.469374,0.0,0.56448,0.894112,0.497992,0.664185,0.521067,0.378532,0.145302
data\dataset_cls\train\Non_fractured\IMG0002275.jpg,train,Non_fractured,0.339525,0.465494,0.5,0.5,0.335443,0.420327,0.052252,0.114834,0.069939
data\dataset_cls\train\Non_fractured\IMG0002276.jpg,train,Non_fractured,0.582545,0.452034,0.747115,0.314734,0.62873,0.317716,0.114598,0.105273,0.049958
data\dataset_cls\train\Non_fractured\IMG0002279.jpg,train,Non_fractured,0.572138,0.099378,0.636586,0.337498,0.523331,0.400916,0.179962,0.083066,0.133107
data\dataset_cls\train\Non_fractured\IMG0002280.jpg,train,Non_fractured,0.233525,0.589241,0.0,0.0,0.458975,0.483877,0.231551,0.42572,0.260706
data\dataset_cls\train\Non_fractured\IMG0002281.jpg,train,Non_fractured,0.363065,0.710379,0.309405,0.273197,0.56402,0.473226,0.230078,0.235955,0.15236
data\dataset_cls\train\Non_fractured\IMG0002282.jpg,train,Non_fractured,0.299615,0.180501,0.26356,0.0,0.576252,0.483775,0.090033,0.250086,0.327746
data\dataset_cls\train\Non_fractured\IMG0002283.jpg,train,Non_fractured,0.797226,0.198205,0.752683,0.25282,0.587806,0.438385,0.129701,0.059281,0.188961
data\dataset_cls\train\Non_fractured\IMG0002284.jpg,train,Non_fractured,0.393412,0.675975,0.265835,0.725701,0.582125,0.380716,0.084343,0.197994,0.271813
data\dataset_cls\train\Non_fractured\IMG0002285.jpg,train,Non_fractured,0.593682,0.15872,0.402802,0.829601,0.457221,0.473145,0.346086,0.352072,0.030727
data\dataset_cls\train\Non_fractured\IMG0002286.jpg,train,Non_fractured,0.504709,0.024328,0.5,0.5,0.469041,0.179508,0.210714,0.265532,0.059411
data\dataset_cls\train\Non_fractured\IMG0002288.jpg,train,Non_fractured,0.441447,0.045393,0.041491,0.09035,0.471081,0.510722,0.210166,0.303513,0.332558
data\dataset_cls\train\Non_fractured\IMG0002289.jpg,train,Non_fractured,0.571992,0.289409,0.377795,0.92617,0.535528,0.302338,0.229807,0.436265,0.207607
data\dataset_cls\train\Non_fractured\IMG0002291.jpg,train,Non_fractured,0.648239,0.853099,1.0,1.0,0.442895,0.684034,0.049362,0.339981,0.301217
data\dataset_cls\train\Non_fractured\IMG0002292.jpg,train,Non_fractured,0.473995,0.518923,0.5,0.5,0.425127,0.369967,0.056476,0.050024,0.101733
data\dataset_cls\train\Non_fractured\IMG0002293.jpg,train,Non_fractured,0.648239,0.853099,1.0,1.0,0.442895,0.684034,0.049362,0.339981,0.301217
data\dataset_cls\train\Non_fractured\IMG0002294.jpg,train,Non_fractured,0.701175,0.534079,0.0,1.0,0.541005,0.382854,0.305677,0.549347,0.285858
data\dataset_cls\train\Non_fractured\IMG0002295.jpg,train,Non_fractured,0.502527,0.052323,0.666667,1.0,0.407614,0.656588,0.517829,0.452892,0.146567
data\dataset_cls\train\Non_fractured\IMG0002297.jpg,train,Non_fractured,0.889078,0.834639,0.5,0.5,0.504428,0.373031,0.370085,0.148314,0.233569
data\dataset_cls\train\Non_fractured\IMG0002616.jpg,train,Non_fractured,0.78476,0.741628,0.094493,0.655578,0.502828,0.4714,0.345142,0.367659,0.157219
data\dataset_cls\train\Non_fractured\IMG0002618.jpg,train,Non_fractured,0.502585,0.643076,0.968054,0.193436,0.593996,0.387354,0.299565,0.352605,0.096442
data\dataset_cls\train\Non_fractured\IMG0002623.jpg,train,Non_fractured,0.394872,0.36308,0.589632,0.824817,0.555175,0.300613,0.178103,0.337412,0.200006
data\dataset_cls\train\Non_fractured\IMG0002624.jpg,train,Non_fractured,0.648971,0.785124,0.5,0.5,0.581717,0.418028,0.229043,0.102463,0.149767
data\dataset_cls\train\Non_fractured\IMG0002625.jpg,train,Non_fractured,0.6062,0.619636,0.410442,0.913272,0.588227,0.583278,0.111492,0.242315,0.13323
data\dataset_cls\train\Non_fractured\IMG0002626.jpg,train,Non_fractured,0.33217,0.472187,0.425411,0.865082,0.541422,0.352276,0.13582,0.301996,0.237142
data\dataset_cls\train\Non_fractured\IMG0002630.jpg,train,Non_fractured,0.924839,0.668633,0.248552,0.500009,0.56254,0.55948,0.358364,0.338734,0.0231
data\dataset_cls\train\Non_fractured\IMG0002632.jpg,train,Non_fractured,0.0,0.0,0.5,0.5,0.528173,0.180458,0.410983,0.31522,0.191156
data\dataset_cls\train\Non_fractured\IMG0002633.jpg,train,Non_fractured,0.265808,0.585693,0.114595,0.064061,0.498242,0.453529,0.219607,0.352165,0.222552
data\dataset_cls\train\Non_fractured\IMG0002634.jpg,train,Non_fractured,0.547171,0.442905,0.5,0.5,0.701975,0.513991,0.055793,0.084283,0.122261
data\dataset_cls\train\Non_fractured\IMG0002635.jpg,train,Non_fractured,0.69872,0.515921,0.075345,0.499181,0.502548,0.515376,0.273243,0.350365,0.077187
data\dataset_cls\train\Non_fractured\IMG0002636.jpg,train,Non_fractured,0.579567,0.363609,0.615035,0.240532,0.553461,0.467449,0.007132,0.121066,0.11406
data\dataset_cls\train\Non_fractured\IMG0002637.jpg,train,Non_fractured,0.506167,0.175413,0.452875,0.260536,0.629988,0.426993,0.11467,0.081446,0.171696
data\dataset_cls\train\Non_fractured\IMG0002638.jpg,train,Non_fractured,0.190571,0.28329,0.542615,0.628633,0.298854,0.368706,0.210147,0.283106,0.073642
data\dataset_cls\train\Non_fractured\IMG0002640.jpg,train,Non_fractured,0.691151,0.393315,0.808932,0.908711,0.49022,0.474864,0.200903,0.348264,0.209269
data\dataset_cls\train\Non_fractured\IMG0002641.jpg,train,Non_fractured,0.80158,0.597402,0.73012,0.069636,0.524372,0.335343,0.287787,0.268252,0.16099
data\dataset_cls\train\Non_fractured\IMG0002642.jpg,train,Non_fractured,0.206698,0.419544,0.0,0.771153,0.336048,0.383199,0.108205,0.305782,0.209927
data\dataset_cls\train\Non_fractured\IMG0002643.jpg,train,Non_fractured,0.636266,0.24595,0.0,0.0,0.645623,0.429583,0.21,0.482998,0.299079
data\dataset_cls\train\Non_fractured\IMG0002644.jpg,train,Non_fractured,0.89674,0.738419,0.5,0.5,0.562111,0.314258,0.328956,0.153955,0.222672
data\dataset_cls\train\Non_fractured\IMG0002648.jpg,train,Non_fractured,0.163726,0.430342,0.310182,0.124841,0.476253,0.371889,0.195257,0.184299,0.171472
data\dataset_cls\train\Non_fractured\IMG0002649.jpg,train,Non_fractured,0.02149,0.217112,0.032555,0.460259,0.26413,0.320946,0.14328,0.147158,0.158513
data\dataset_cls\train\Non_fractured\IMG0002654.jpg,train,Non_fractured,0.580072,0.458304,0.5,0.5,0.647487,0.323618,0.031283,0.105061,0.126028
data\dataset_cls\train\Non_fractured\IMG0002655.jpg,train,Non_fractured,0.775478,0.62716,0.5,0.5,0.598581,0.47582,0.177077,0.129325,0.064066
data\dataset_cls\train\Non_fractured\IMG0002656.jpg,train,Non_fractured,0.523472,0.356129,0.386805,0.241074,0.469775,0.42069,0.065649,0.122507,0.081976
data\dataset_cls\train\Non_fractured\IMG0002658.jpg,train,Non_fractured,0.179913,0.256612,0.5,0.5,0.331206,0.343969,0.191947,0.210434,0.023623
data\dataset_cls\train\Non_fractured\IMG0002659.jpg,train,Non_fractured,0.031509,0.319517,0.5,0.5,0.468839,0.342268,0.309447,0.201119,0.14267
data\dataset_cls\train\Non_fractured\IMG0002660.jpg,train,Non_fractured,0.596073,0.640479,0.552792,0.69973,0.547141,0.563512,0.031299,0.066353,0.073354
data\dataset_cls\train\Non_fractured\IMG0002661.jpg,train,Non_fractured,0.726142,0.250679,0.086831,0.743712,0.646758,0.584985,0.365302,0.454968,0.170538
data\dataset_cls\train\Non_fractured\IMG0002662.jpg,train,Non_fractured,0.589552,0.299938,0.599604,0.198009,0.543757,0.332726,0.025944,0.081883,0.06531
data\dataset_cls\train\Non_fractured\IMG0002663.jpg,train,Non_fractured,0.621514,0.253195,0.4676,0.40625,0.605812,0.44657,0.128575,0.104375,0.087954
data\dataset_cls\train\Non_fractured\IMG0002665.jpg,train,Non_fractured,0.612318,0.391842,0.5,0.5,0.615717,0.472075,0.072536,0.088518,0.043365
data\dataset_cls\train\Non_fractured\IMG0002666.jpg,train,Non_fractured,0.860405,0.677231,0.096016,0.817331,0.498804,0.519052,0.375379,0.415596,0.152771
data\dataset_cls\train\Non_fractured\IMG0002667.jpg,train,Non_fractured,0.223475,0.405863,0.286807,0.755734,0.468941,0.454187,0.167967,0.220721,0.165651
data\dataset_cls\train\Non_fractured\IMG0002669.jpg,train,Non_fractured,0.964726,0.447427,0.5,0.5,0.301606,0.474222,0.376878,0.092539,0.287171
data\dataset_cls\train\Non_fractured\IMG0002670.jpg,train,Non_fractured,0.348846,0.249629,0.5,0.5,0.57172,0.232775,0.14698,0.174552,0.136417
data\dataset_cls\train\Non_fractured\IMG0002671.jpg,train,Non_fractured,0.405951,0.101118,0.5715,0.048752,0.620945,0.347117,0.142325,0.123149,0.201731
data\dataset_cls\train\Non_fractured\IMG0002672.jpg,train,Non_fractured,1.0,0.62334,0.498432,0.553955,0.434697,0.319587,0.376747,0.155962,0.275936
data\dataset_cls\train\Non_fractured\IMG0002673.jpg,train,Non_fractured,0.639512,0.310357,0.402331,0.604268,0.655414,0.478197,0.170678,0.215185,0.090736
data\dataset_cls\train\Non_fractured\IMG0002674.jpg,train,Non_fractured,0.53296,0.800044,0.0,0.889672,0.309929,0.320231,0.283581,0.356656,0.350949
data\dataset_cls\train\Non_fractured\IMG0002675.jpg,train,Non_fractured,0.846927,0.819049,0.976187,0.080095,0.448796,0.514675,0.359138,0.448252,0.311545
data\dataset_cls\train\Non_fractured\IMG0002676.jpg,train,Non_fractured,0.754577,0.509387,0.5,0.5,0.55456,0.273747,0.172141,0.125873,0.161419
data\dataset_cls\train\Non_fractured\IMG0002677.jpg,train,Non_fractured,0.647168,0.391602,0.0,0.0,0.165423,0.518643,0.3865,0.406728,0.239668
data\dataset_cls\train\Non_fractured\IMG0002678.jpg,train,Non_fractured,0.552936,0.62234,0.5,0.5,0.394683,0.415758,0.130294,0.02159,0.13083
data\dataset_cls\train\Non_fractured\IMG0002680.jpg,train,Non_fractured,0.782527,0.485452,0.464077,0.385745,0.679254,0.456106,0.147009,0.18669,0.039728
data\dataset_cls\train\Non_fractured\IMG0002681.jpg,train,Non_fractured,0.488452,0.193058,0.905929,0.077963,0.352468,0.421811,0.101191,0.357981,0.298739
data\dataset_cls\train\Non_fractured\IMG0002682.jpg,train,Non_fractured,0.822491,0.518325,0.290647,0.931393,0.752649,0.290242,0.209827,0.482943,0.317868
data\dataset_cls\train\Non_fractured\IMG0002683.jpg,train,Non_fractured,0.615827,0.358448,0.536108,0.871106,0.642917,0.405673,0.187451,0.331906,0.146373
data\dataset_cls\train\Non_fractured\IMG0002686.jpg,train,Non_fractured,0.986494,0.263613,0.945943,0.030867,0.520245,0.389649,0.172637,0.235288,0.338398
data\dataset_cls\train\Non_fractured\IMG0002687.jpg,train,Non_fractured,0.35956,0.476834,0.468906,0.281178,0.533394,0.510899,0.108681,0.142579,0.1185
data\dataset_cls\train\Non_fractured\IMG0002688.jpg,train,Non_fractured,0.008178,0.244048,0.224806,0.299997,0.272968,0.455626,0.183586,0.065249,0.160825
data\dataset_cls\train\Non_fractured\IMG0002689.jpg,train,Non_fractured,0.309498,0.819115,0.5,0.5,0.304311,0.495344,0.22302,0.166008,0.128329
data\dataset_cls\train\Non_fractured\IMG0002691.jpg,train,Non_fractured,0.243732,0.703385,0.756234,0.805921,0.675941,0.505414,0.316506,0.238945,0.203395
data\dataset_cls\train\Non_fractured\IMG0002692.jpg,train,Non_fractured,0.737087,0.67422,0.990252,0.044102,0.829556,0.285969,0.358475,0.321738,0.053834
data\dataset_cls\train\Non_fractured\IMG0002694.jpg,train,Non_fractured,0.802486,0.482721,0.392299,0.900703,0.603555,0.523926,0.25427,0.336293,0.111933
data\dataset_cls\train\Non_fractured\IMG0002695.jpg,train,Non_fractured,0.127932,0.56092,0.0,0.470008,0.168606,0.612907,0.031849,0.125876,0.095323
data\dataset_cls\train\Non_fractured\IMG0002696.jpg,train,Non_fractured,0.307544,0.463059,0.5,0.5,0.379073,0.298608,0.097722,0.131239,0.123054
data\dataset_cls\train\Non_fractured\IMG0002697.jpg,train,Non_fractured,0.0,0.121684,0.5,0.5,0.384146,0.400984,0.367298,0.259727,0.107746
data\dataset_cls\train\Non_fractured\IMG0002698.jpg,train,Non_fractured,0.225841,0.668716,1.0,1.0,0.210844,0.3246,0.25309,0.6198,0.43283
data\dataset_cls\train\Non_fractured\IMG0002700.jpg,train,Non_fractured,0.440487,0.657703,0.835699,0.245373,0.421695,0.498741,0.228051,0.349282,0.147658
data\dataset_cls\train\Non_fractured\IMG0002702.jpg,train,Non_fractured,0.594076,0.501592,0.713593,0.35181,0.508091,0.469341,0.061698,0.140275,0.101235
data\dataset_cls\train\Non_fractured\IMG0002703.jpg,train,Non_fractured,0.467963,0.302311,0.671109,0.364146,0.586635,0.355202,0.113885,0.098734,0.018561
data\dataset_cls\train\Non_fractured\IMG0002706.jpg,train,Non_fractured,0.064266,0.444971,0.0,0.524034,0.485176,0.32517,0.119654,0.205245,0.320163
data\dataset_cls\train\Non_fractured\IMG0002707.jpg,train,Non_fractured,0.563215,0.401557,0.897088,0.666667,0.361147,0.296546,0.069125,0.359026,0.292576
data\dataset_cls\train\Non_fractured\IMG0002709.jpg,train,Non_fractured,0.485769,0.770435,0.95253,0.163822,0.730683,0.266893,0.439561,0.329618,0.133712
data\dataset_cls\train\Non_fractured\IMG0002710.jpg,train,Non_fractured,0.940133,0.113897,0.800708,0.156103,0.481693,0.421847,0.230953,0.095581,0.32207
data\dataset_cls\train\Non_fractured\IMG0002711.jpg,train,Non_fractured,0.564767,0.54536,0.463974,0.923148,0.28192,0.422199,0.153483,0.294162,0.259411
data\dataset_cls\train\Non_fractured\IMG0002712.jpg,train,Non_fractured,0.251241,0.567722,0.066767,0.830621,0.303587,0.584014,0.10296,0.220375,0.123226
data\dataset_cls\train\Non_fractured\IMG0002713.jpg,train,Non_fractured,0.277296,0.329398,0.5,0.5,0.236436,0.491977,0.126525,0.172679,0.113804
data\dataset_cls\train\Non_fractured\IMG0002715.jpg,train,Non_fractured,0.798339,0.773913,0.685006,0.229552,0.516772,0.429719,0.324118,0.24885,0.157432
data\dataset_cls\train\Non_fractured\IMG0002716.jpg,train,Non_fractured,0.902922,0.341797,0.873222,0.809845,0.65096,0.556475,0.246182,0.248892,0.1586
data\dataset_cls\train\Non_fractured\IMG0002717.jpg,train,Non_fractured,0.272109,0.649578,0.5,0.5,0.305238,0.493608,0.133953,0.14875,0.076366
data\dataset_cls\train\Non_fractured\IMG0002719.jpg,train,Non_fractured,0.193943,0.66109,0.059206,0.567288,0.552789,0.739616,0.074876,0.227452,0.296191
data\dataset_cls\train\Non_fractured\IMG0002720.jpg,train,Non_fractured,0.856531,0.278227,0.391728,0.432527,0.614948,0.495839,0.266104,0.231338,0.093841
data\dataset_cls\train\Non_fractured\IMG0002722.jpg,train,Non_fractured,0.201005,0.731003,0.800662,0.583921,0.179933,0.54889,0.221894,0.408507,0.225847
data\dataset_cls\train\Non_fractured\IMG0002723.jpg,train,Non_fractured,0.356116,0.411174,0.044543,0.44608,0.237661,0.393619,0.143459,0.170733,0.034119
data\dataset_cls\train\Non_fractured\IMG0002725.jpg,train,Non_fractured,0.981057,0.78638,0.021481,0.420416,0.565875,0.549479,0.500379,0.527781,0.0561
data\dataset_cls\train\Non_fractured\IMG0002726.jpg,train,Non_fractured,0.160355,0.313341,0.5,0.5,0.26145,0.43264,0.178842,0.210511,0.048981
data\dataset_cls\train\Non_fractured\IMG0002728.jpg,train,Non_fractured,0.296044,0.638573,1.0,0.5,0.481376,0.664839,0.298784,0.419889,0.128064
data\dataset_cls\train\Non_fractured\IMG0002734.jpg,train,Non_fractured,0.211268,0.324846,0.033476,0.183428,0.390965,0.33103,0.045083,0.202775,0.186255
data\dataset_cls\train\Non_fractured\IMG0002735.jpg,train,Non_fractured,0.142788,0.463248,0.77008,0.85215,0.383942,0.422538,0.311882,0.434231,0.164054
data\dataset_cls\train\Non_fractured\IMG0002736.jpg,train,Non_fractured,0.396488,0.486068,0.327249,0.849003,0.582767,0.555275,0.149237,0.244193,0.165191
data\dataset_cls\train\Non_fractured\IMG0002739.jpg,train,Non_fractured,0.357248,0.368046,0.167538,0.45555,0.425692,0.252538,0.041486,0.177946,0.152068
data\dataset_cls\train\Non_fractured\IMG0002741.jpg,train,Non_fractured,0.785617,0.354516,0.0,0.783377,0.477145,0.221325,0.377778,0.535047,0.238471
data\dataset_cls\train\Non_fractured\IMG0002742.jpg,train,Non_fractured,0.129472,0.285951,0.667679,0.890879,0.583551,0.309249,0.391478,0.446619,0.223259
data\dataset_cls\train\Non_fractured\IMG0002743.jpg,train,Non_fractured,0.342203,0.559094,0.41667,0.331834,0.494638,0.373633,0.156994,0.089694,0.090507
data\dataset_cls\train\Non_fractured\IMG0002744.jpg,train,Non_fractured,0.248136,0.196285,0.272711,0.51019,0.401257,0.46501,0.203042,0.124611,0.119865
data\dataset_cls\train\Non_fractured\IMG0002747.jpg,train,Non_fractured,0.500946,0.774684,0.50814,0.516334,0.505536,0.584201,0.149662,0.108788,0.040877
data\dataset_cls\train\Non_fractured\IMG0002751.jpg,train,Non_fractured,0.356246,0.566562,0.517689,0.214999,0.543834,0.383429,0.212844,0.179102,0.071413
data\dataset_cls\train\Non_fractured\IMG0002752.jpg,train,Non_fractured,0.161651,0.663215,0.0,1.0,0.467256,0.670682,0.124379,0.305363,0.279066
data\dataset_cls\train\Non_fractured\IMG0002753.jpg,train,Non_fractured,0.264677,0.486461,0.392032,0.486288,0.231907,0.666352,0.067696,0.113103,0.136127
data\dataset_cls\train\Non_fractured\IMG0002754.jpg,train,Non_fractured,0.624573,0.295415,0.05975,0.647689,0.412061,0.341588,0.291168,0.376326,0.098379
data\dataset_cls\train\Non_fractured\IMG0002756.jpg,train,Non_fractured,0.398707,0.745149,0.369686,0.200775,0.334119,0.496713,0.266106,0.280113,0.03695
data\dataset_cls\train\Non_fractured\IMG0002757.jpg,train,Non_fractured,0.300484,0.283731,1.0,0.093822,0.642034,0.174891,0.361028,0.363883,0.010753
data\dataset_cls\train\Non_fractured\IMG0002758.jpg,train,Non_fractured,0.646635,0.526389,0.0,0.637121,0.745941,0.508412,0.185045,0.471004,0.28596
data\dataset_cls\train\Non_fractured\IMG0002759.jpg,train,Non_fractured,0.217372,0.240318,0.549196,0.588683,0.578059,0.344425,0.275742,0.221858,0.137998
data\dataset_cls\train\Non_fractured\IMG0002760.jpg,train,Non_fractured,0.234965,0.206536,0.16412,0.14233,0.755442,0.357243,0.152626,0.23953,0.390125
data\dataset_cls\train\Non_fractured\IMG0002761.jpg,train,Non_fractured,0.375656,0.457187,0.5,0.5,0.428508,0.415094,0.059066,0.077935,0.042787
data\dataset_cls\train\Non_fractured\IMG0002765.jpg,train,Non_fractured,0.897762,0.589066,0.666886,0.924514,0.704158,0.274274,0.141661,0.340503,0.325871
data\dataset_cls\train\Non_fractured\IMG0002766.jpg,train,Non_fractured,0.388455,0.355618,0.614859,0.480955,0.464769,0.226712,0.100913,0.17821,0.130062
data\dataset_cls\train\Non_fractured\IMG0002767.jpg,train,Non_fractured,0.784386,0.561432,0.257412,0.286236,0.574724,0.526252,0.266451,0.329691,0.077134
data\dataset_cls\train\Non_fractured\IMG0002769.jpg,train,Non_fractured,0.105976,0.311492,1.0,0.5,0.313405,0.408617,0.379296,0.53507,0.159733
data\dataset_cls\train\Non_fractured\IMG0002770.jpg,train,Non_fractured,0.267534,0.467155,0.5,0.5,0.516608,0.282407,0.168311,0.110209,0.160716
data\dataset_cls\train\Non_fractured\IMG0002771.jpg,train,Non_fractured,0.496797,0.563223,0.186434,0.223165,0.425547,0.475724,0.19103,0.269386,0.078473
data\dataset_cls\train\Non_fractured\IMG0002772.jpg,train,Non_fractured,0.29969,0.610562,0.5,0.5,0.514475,0.43152,0.168712,0.063513,0.112461
data\dataset_cls\train\Non_fractured\IMG0002773.jpg,train,Non_fractured,0.773447,0.404754,0.724837,0.879443,0.579094,0.34902,0.161436,0.336599,0.225892
data\dataset_cls\train\Non_fractured\IMG0002774.jpg,train,Non_fractured,0.773091,0.308915,0.047538,0.300738,0.438933,0.429875,0.355232,0.375119,0.085521
data\dataset_cls\train\Non_fractured\IMG0002776.jpg,train,Non_fractured,0.016953,0.169238,0.5,0.5,0.44303,0.298411,0.339615,0.252766,0.125381
data\dataset_cls\train\Non_fractured\IMG0002777.jpg,train,Non_fractured,0.599398,0.757935,0.005239,0.854952,0.471521,0.63017,0.240897,0.369397,0.162893
data\dataset_cls\train\Non_fractured\IMG0002778.jpg,train,Non_fractured,0.568844,0.279641,0.0,0.255012,0.456042,0.377852,0.228535,0.345147,0.136087
data\dataset_cls\train\Non_fractured\IMG0002779.jpg,train,Non_fractured,0.440178,0.30274,0.0,0.923892,0.626933,0.505802,0.287432,0.496516,0.28054
data\dataset_cls\train\Non_fractured\IMG0002780.jpg,train,Non_fractured,0.467015,0.190053,0.0,0.166667,0.32909,0.246801,0.201953,0.267602,0.078373
data\dataset_cls\train\Non_fractured\IMG0002781.jpg,train,Non_fractured,0.134622,0.12441,0.503034,1.0,0.168659,0.209785,0.347278,0.602662,0.255387
data\dataset_cls\train\Non_fractured\IMG0002783.jpg,train,Non_fractured,0.341544,0.489583,0.120979,0.54403,0.27999,0.415587,0.094265,0.140446,0.074892
data\dataset_cls\train\Non_fractured\IMG0002784.jpg,train,Non_fractured,0.771047,0.680145,0.982037,0.207625,0.452693,0.439969,0.240246,0.340739,0.282578
data\dataset_cls\train\Non_fractured\IMG0002786.jpg,train,Non_fractured,0.773145,0.331506,0.0,0.610284,0.433336,0.364612,0.385276,0.438513,0.077411
data\dataset_cls\train\Non_fractured\IMG0002787.jpg,train,Non_fractured,0.414278,0.448516,0.0,0.553588,0.513541,0.488993,0.115671,0.314402,0.204426
data\dataset_cls\train\Non_fractured\IMG0002788.jpg,train,Non_fractured,0.067071,0.380033,0.209546,0.174622,0.301123,0.639934,0.126816,0.224217,0.264988
data\dataset_cls\train\Non_fractured\IMG0002789.jpg,train,Non_fractured,0.50605,0.135665,0.5,0.5,0.801805,0.45932,0.248833,0.169579,0.220392
data\dataset_cls\train\Non_fractured\IMG0002793.jpg,train,Non_fractured,0.8115,0.33613,0.0,0.294115,0.659606,0.287332,0.322555,0.490509,0.170249
